EquipmentIDChar,EquipmentIDNum,EquipmentName,Description,Status,Location
,APM571,Ammeter,Fluke Clamp,Checked Out,Out
,APM572,Ammeter,Fluke Clamp,Available,Secondary
,APM573,Ammeter,Fluke Clamp,Checked Out,Out
,APM574,Ammeter,Fluke Clamp,Available,Primary
,APM575,Ammeter,Fluke Clamp,Checked Out,Out
,APM576,Ammeter,Fluke Clamp,Checked Out,Out
,APM577,Ammeter,Fluke Clamp,Available,Secondary
,APM578,Ammeter,Fluke Clamp,Available,Primary
,APM579,Ammeter,Fluke Clamp,Available,Primary
,APM580,Ammeter,Fluke Clamp,Available,Primary
,APM581,Ammeter,Fluke Clamp,Available,Secondary
,APM582,Ammeter,Fluke Clamp,Checked Out,Out
,APM583,Ammeter,Fluke Clamp,Available,Secondary
,APM584,Ammeter,Fluke Clamp,Available,Primary
,APM585,Ammeter,Fluke Clamp,Available,Secondary
,APM586,Ammeter,Fluke Clamp,Checked Out,Out
,APM587,Ammeter,Fluke Clamp,Available,Secondary
,APM588,Ammeter,Fluke Clamp,Available,Secondary
,APM589,Ammeter,Fluke Clamp,Checked Out,Out
,APM590,Ammeter,Fluke Clamp,Available,Primary
,APM591,Ammeter,Fluke Clamp,Available,Primary
,APM592,Ammeter,Fluke Clamp,Available,Secondary
,APM593,Ammeter,Fluke Clamp,Checked Out,Out
,APM594,Ammeter,Fluke Clamp,Checked Out,Out
,APM595,Ammeter,Fluke Clamp,Checked Out,Out
,APM596,Ammeter,Fluke Clamp,Checked Out,Out
,APM597,Ammeter,Fluke Clamp,Checked Out,Out
,APM598,Ammeter,Fluke Clamp,Checked Out,Out
,APM599,Ammeter,Fluke Clamp,Available,Primary
,APM600,Ammeter,Fluke Clamp,Checked Out,Out
,APM601,Ammeter,Fluke Clamp,Available,Secondary
,APM602,Ammeter,Fluke Clamp,Available,Primary
,APM603,Ammeter,Fluke Clamp,Checked Out,Out
,APM604,Ammeter,Fluke Clamp,Checked Out,Out
,APM605,Ammeter,Fluke Clamp,Checked Out,Out
,APM606,Ammeter,Fluke Clamp,Checked Out,Out
,APM607,Ammeter,Fluke Clamp,Available,Secondary
,APM608,Ammeter,Fluke Clamp,Checked Out,Out
,APM609,Ammeter,Fluke Clamp,Checked Out,Out
,APM610,Ammeter,Fluke Clamp,Checked Out,Out
,APM611,Ammeter,Fluke Clamp,Available,Primary
,APM612,Ammeter,Fluke Clamp,Checked Out,Out
,APM613,Ammeter,Fluke Clamp,Checked Out,Out
,APM614,Ammeter,Fluke Clamp,Checked Out,Out
,APM615,Ammeter,Fluke Clamp,Checked Out,Out
,APM616,Ammeter,Fluke Clamp,Available,Secondary
,APM617,Ammeter,Fluke Clamp,Checked Out,Out
,APM618,Ammeter,Fluke Clamp,Available,Primary
,APM619,Ammeter,Fluke Clamp,Available,Primary
,APM620,Ammeter,Fluke Clamp,Checked Out,Out
,APM621,Ammeter,Fluke Clamp,Checked Out,Out
,APM622,Ammeter,Fluke Clamp,Available,Secondary
,APM623,Ammeter,Fluke Clamp,Available,Primary
,APM624,Ammeter,Fluke Clamp,Available,Primary
,APM625,Ammeter,Fluke Clamp,Available,Secondary
,APM626,Ammeter,Fluke Clamp,Available,Secondary
,APM627,Ammeter,Fluke Clamp,Available,Secondary
,APM628,Ammeter,Fluke Clamp,Checked Out,Out
,APM629,Ammeter,Fluke Clamp,Available,Secondary
,APM630,Ammeter,Fluke Clamp,Checked Out,Out
,APM631,Ammeter,Fluke Clamp,Checked Out,Out
,APM632,Ammeter,Fluke Clamp,Available,Primary
,APM633,Ammeter,Fluke Clamp,Available,Secondary
,APM634,Ammeter,Fluke Clamp,Available,Secondary
,APM635,Ammeter,Fluke Clamp,Available,Secondary
,APM636,Ammeter,Fluke Clamp,Checked Out,Out
,APM637,Ammeter,Fluke Clamp,Available,Primary
,APM638,Ammeter,Fluke Clamp,Checked Out,Out
,APM639,Ammeter,Fluke Clamp,Checked Out,Out
,APM640,Ammeter,Fluke Clamp,Checked Out,Out
,APM641,Ammeter,Fluke Clamp,Checked Out,Out
,APM642,Ammeter,Fluke Clamp,Checked Out,Out
,APM643,Ammeter,Fluke Clamp,Available,Primary
,APM644,Ammeter,Fluke Clamp,Checked Out,Out
,APM645,Ammeter,Fluke Clamp,Checked Out,Out
,APM646,Ammeter,Fluke Clamp,Available,Secondary
,APM647,Ammeter,Fluke Clamp,Available,Primary
,APM648,Ammeter,Fluke Clamp,Available,Secondary
,APM649,Ammeter,Fluke Clamp,Checked Out,Out
,APM650,Ammeter,Fluke Clamp,Available,Primary
,PWB001,Power Supply,Benchtop,Checked Out,Out
,PWB002,Power Supply,Benchtop,Available,Primary
,PWB003,Power Supply,Benchtop,Checked Out,Out
,PWB004,Power Supply,Benchtop,Checked Out,Out
,PWB005,Power Supply,Benchtop,Checked Out,Out
,PWB006,Power Supply,Benchtop,Checked Out,Out
,PWB007,Power Supply,Benchtop,Checked Out,Out
,PWB008,Power Supply,Benchtop,Available,Primary
,PWB009,Power Supply,Benchtop,Available,Secondary
,PWB010,Power Supply,Benchtop,Available,Primary
,PWB011,Power Supply,Benchtop,Available,Primary
,PWB012,Power Supply,Benchtop,Available,Secondary
,PWB013,Power Supply,Benchtop,Checked Out,Out
,PWB014,Power Supply,Benchtop,Available,Primary
,PWB015,Power Supply,Benchtop,Checked Out,Out
,PWB016,Power Supply,Benchtop,Checked Out,Out
,PWB017,Power Supply,Benchtop,Checked Out,Out
,PWB018,Power Supply,Benchtop,Available,Secondary
,PWB019,Power Supply,Benchtop,Checked Out,Out
,PWB020,Power Supply,Benchtop,Checked Out,Out
,PWB021,Power Supply,Benchtop,Available,Primary
,PWB022,Power Supply,Benchtop,Checked Out,Out
,PWB023,Power Supply,Benchtop,Checked Out,Out
,PWB024,Power Supply,Benchtop,Checked Out,Out
,PWB025,Power Supply,Benchtop,Available,Primary
,PWB026,Power Supply,Benchtop,Available,Secondary
,PWB027,Power Supply,Benchtop,Available,Secondary
,PWB028,Power Supply,Benchtop,Available,Secondary
,PWB029,Power Supply,Benchtop,Checked Out,Out
,PWB030,Power Supply,Benchtop,Available,Primary
,PWB031,Power Supply,Benchtop,Checked Out,Out
,PWB032,Power Supply,Benchtop,Checked Out,Out
,PWB033,Power Supply,Benchtop,Available,Primary
,PWB034,Power Supply,Benchtop,Available,Primary
,PWB035,Power Supply,Benchtop,Available,Primary
,PWB036,Power Supply,Benchtop,Available,Primary
,PWB037,Power Supply,Benchtop,Available,Secondary
,PWB038,Power Supply,Benchtop,Available,Primary
,PWB039,Power Supply,Benchtop,Checked Out,Out
,PWB040,Power Supply,Benchtop,Available,Primary
,PWB041,Power Supply,Benchtop,Available,Primary
,PWB042,Power Supply,Benchtop,Available,Secondary
,PWB043,Power Supply,Benchtop,Available,Secondary
,PWB044,Power Supply,Benchtop,Checked Out,Out
,PWB045,Power Supply,Benchtop,Checked Out,Out
,PWB046,Power Supply,Benchtop,Available,Secondary
,PWB047,Power Supply,Benchtop,Checked Out,Out
,PWB048,Power Supply,Benchtop,Checked Out,Out
,PWB049,Power Supply,Benchtop,Available,Primary
,PWB050,Power Supply,Benchtop,Available,Secondary
,PWB051,Power Supply,Benchtop,Checked Out,Out
,PWB052,Power Supply,Benchtop,Checked Out,Out
,PWB053,Power Supply,Benchtop,Available,Secondary
,PWB054,Power Supply,Benchtop,Checked Out,Out
,PWB055,Power Supply,Benchtop,Available,Primary
,PWB056,Power Supply,Benchtop,Checked Out,Out
,PWB057,Power Supply,Benchtop,Available,Secondary
,PWB058,Power Supply,Benchtop,Available,Secondary
,PWB059,Power Supply,Benchtop,Checked Out,Out
,PWB060,Power Supply,Benchtop,Available,Primary
,PWB061,Power Supply,Benchtop,Checked Out,Out
,PWB062,Power Supply,Benchtop,Checked Out,Out
,PWB063,Power Supply,Benchtop,Available,Secondary
,PWB064,Power Supply,Benchtop,Checked Out,Out
,PWB065,Power Supply,Benchtop,Checked Out,Out
,PWB066,Power Supply,Benchtop,Checked Out,Out
,PWB067,Power Supply,Benchtop,Available,Primary
,PWB068,Power Supply,Benchtop,Checked Out,Out
,PWB069,Power Supply,Benchtop,Available,Secondary
,PWB070,Power Supply,Benchtop,Available,Primary
,PWB071,Power Supply,Benchtop,Checked Out,Out
,PWB072,Power Supply,Benchtop,Available,Secondary
,PWB073,Power Supply,Benchtop,Available,Primary
,PWB074,Power Supply,Benchtop,Available,Primary
,PWB075,Power Supply,Benchtop,Available,Secondary
,PWB076,Power Supply,Benchtop,Checked Out,Out
,PWB077,Power Supply,Benchtop,Checked Out,Out
,PWB078,Power Supply,Benchtop,Available,Primary
,PWB079,Power Supply,Benchtop,Available,Secondary
,PWB080,Power Supply,Benchtop,Checked Out,Out
,PWB081,Power Supply,Benchtop,Available,Secondary
,PWB082,Power Supply,Benchtop,Available,Secondary
,PWB083,Power Supply,Benchtop,Available,Secondary
,PWB084,Power Supply,Benchtop,Checked Out,Out
,PWB085,Power Supply,Benchtop,Available,Secondary
,PWB086,Power Supply,Benchtop,Checked Out,Out
,PWB087,Power Supply,Benchtop,Checked Out,Out
,PWB088,Power Supply,Benchtop,Available,Primary
,PWB089,Power Supply,Benchtop,Available,Primary
,PWB090,Power Supply,Benchtop,Checked Out,Out
,PWB091,Power Supply,Benchtop,Available,Primary
,PWB092,Power Supply,Benchtop,Checked Out,Out
,PWB093,Power Supply,Benchtop,Available,Primary
,PWB094,Power Supply,Benchtop,Checked Out,Out
,PWB095,Power Supply,Benchtop,Checked Out,Out
,PWB096,Power Supply,Benchtop,Checked Out,Out
,PWB097,Power Supply,Benchtop,Available,Secondary
,PWB098,Power Supply,Benchtop,Checked Out,Out
,PWB099,Power Supply,Benchtop,Available,Primary
,PWB100,Power Supply,Benchtop,Available,Secondary
,PWB101,Power Supply,Benchtop,Available,Secondary
,PWB102,Power Supply,Benchtop,Available,Secondary
,PWB103,Power Supply,Benchtop,Available,Primary
,PWB104,Power Supply,Benchtop,Available,Primary
,PWB105,Power Supply,Benchtop,Available,Secondary
,PWB106,Power Supply,Benchtop,Available,Primary
,PWB107,Power Supply,Benchtop,Checked Out,Out
,PWB108,Power Supply,Benchtop,Checked Out,Out
,PWB109,Power Supply,Benchtop,Checked Out,Out
,PWB110,Power Supply,Benchtop,Available,Secondary
,PWB111,Power Supply,Benchtop,Available,Secondary
,PWB112,Power Supply,Benchtop,Available,Secondary
,PWB113,Power Supply,Benchtop,Available,Primary
,PWB114,Power Supply,Benchtop,Available,Secondary
,PWB115,Power Supply,Benchtop,Available,Primary
,PWB116,Power Supply,Benchtop,Checked Out,Out
,PWB117,Power Supply,Benchtop,Available,Primary
,PWB118,Power Supply,Benchtop,Checked Out,Out
,PWB119,Power Supply,Benchtop,Available,Secondary
,PWB120,Power Supply,Benchtop,Available,Secondary
,PWB121,Power Supply,Benchtop,Available,Secondary
,PWB122,Power Supply,Benchtop,Available,Secondary
,PWB123,Power Supply,Benchtop,Checked Out,Out
,PWB124,Power Supply,Benchtop,Checked Out,Out
,PWB125,Power Supply,Benchtop,Checked Out,Out
,PWB126,Power Supply,Benchtop,Available,Secondary
,PWB127,Power Supply,Benchtop,Checked Out,Out
,PWB128,Power Supply,Benchtop,Available,Secondary
,PWB129,Power Supply,Benchtop,Available,Primary
,PWB130,Power Supply,Benchtop,Checked Out,Out
,PWB131,Power Supply,Benchtop,Checked Out,Out
,PWB132,Power Supply,Benchtop,Available,Primary
,PWB133,Power Supply,Benchtop,Available,Primary
,PWB134,Power Supply,Benchtop,Available,Primary
,PWB135,Power Supply,Benchtop,Checked Out,Out
,PWB136,Power Supply,Benchtop,Checked Out,Out
,PWB137,Power Supply,Benchtop,Checked Out,Out
,PWB138,Power Supply,Benchtop,Checked Out,Out
,PWB139,Power Supply,Benchtop,Available,Primary
,PWB140,Power Supply,Benchtop,Checked Out,Out
,PWB141,Power Supply,Benchtop,Checked Out,Out
,PWB142,Power Supply,Benchtop,Checked Out,Out
,PWB143,Power Supply,Benchtop,Checked Out,Out
,PWB144,Power Supply,Benchtop,Checked Out,Out
,PWB145,Power Supply,Benchtop,Available,Secondary
,PWB146,Power Supply,Benchtop,Available,Secondary
,PWB147,Power Supply,Benchtop,Checked Out,Out
,PWB148,Power Supply,Benchtop,Checked Out,Out
,PWB149,Power Supply,Benchtop,Available,Secondary
,PWB150,Power Supply,Benchtop,Checked Out,Out
,PWB151,Power Supply,Benchtop,Available,Primary
,PWB152,Power Supply,Benchtop,Checked Out,Out
,PWB153,Power Supply,Benchtop,Available,Primary
,PWB154,Power Supply,Benchtop,Available,Primary
,PWB155,Power Supply,Benchtop,Available,Secondary
,PWB156,Power Supply,Benchtop,Checked Out,Out
,PWB157,Power Supply,Benchtop,Available,Secondary
,PWB158,Power Supply,Benchtop,Checked Out,Out
,PWB159,Power Supply,Benchtop,Available,Primary
,PWB160,Power Supply,Benchtop,Checked Out,Out
,PWB161,Power Supply,Benchtop,Checked Out,Out
,PWB162,Power Supply,Benchtop,Available,Secondary
,PWB163,Power Supply,Benchtop,Checked Out,Out
,PWB164,Power Supply,Benchtop,Checked Out,Out
,PWB165,Power Supply,Benchtop,Checked Out,Out
,PWB166,Power Supply,Benchtop,Available,Secondary
,PWB167,Power Supply,Benchtop,Available,Primary
,PWB168,Power Supply,Benchtop,Checked Out,Out
,PWB169,Power Supply,Benchtop,Checked Out,Out
,PWB170,Power Supply,Benchtop,Checked Out,Out
,PWB171,Power Supply,Benchtop,Available,Primary
,PWB172,Power Supply,Benchtop,Checked Out,Out
,PWB173,Power Supply,Benchtop,Available,Secondary
,PWB174,Power Supply,Benchtop,Available,Primary
,PWB175,Power Supply,Benchtop,Checked Out,Out
,PWB176,Power Supply,Benchtop,Available,Secondary
,PWB177,Power Supply,Benchtop,Available,Primary
,PWB178,Power Supply,Benchtop,Checked Out,Out
,PWB179,Power Supply,Benchtop,Checked Out,Out
,PWB180,Power Supply,Benchtop,Available,Primary
,PWB181,Power Supply,Benchtop,Checked Out,Out
,PWB182,Power Supply,Benchtop,Available,Secondary
,PWB183,Power Supply,Benchtop,Checked Out,Out
,PWB184,Power Supply,Benchtop,Available,Secondary
,PWB185,Power Supply,Benchtop,Checked Out,Out
,PWB186,Power Supply,Benchtop,Checked Out,Out
,PWB187,Power Supply,Benchtop,Available,Primary
,PWB188,Power Supply,Benchtop,Checked Out,Out
,PWB189,Power Supply,Benchtop,Checked Out,Out
,PWB190,Power Supply,Benchtop,Available,Primary
,PWB191,Power Supply,Benchtop,Available,Secondary
,PWB192,Power Supply,Benchtop,Available,Secondary
,PWB193,Power Supply,Benchtop,Available,Secondary
,PWB194,Power Supply,Benchtop,Available,Secondary
,PWB195,Power Supply,Benchtop,Checked Out,Out
,PWB196,Power Supply,Benchtop,Checked Out,Out
,PWB197,Power Supply,Benchtop,Available,Secondary
,PWB198,Power Supply,Benchtop,Available,Secondary
,PWB199,Power Supply,Benchtop,Available,Secondary
,PWB200,Power Supply,Benchtop,Checked Out,Out
,PWB201,Power Supply,Benchtop,Checked Out,Out
,PWB202,Power Supply,Benchtop,Checked Out,Out
,PWB203,Power Supply,Benchtop,Checked Out,Out
,PWB204,Power Supply,Benchtop,Available,Secondary
,PWB205,Power Supply,Benchtop,Available,Secondary
,PWB206,Power Supply,Benchtop,Available,Secondary
,PWB207,Power Supply,Benchtop,Available,Secondary
,PWB208,Power Supply,Benchtop,Available,Secondary
,PWB209,Power Supply,Benchtop,Available,Secondary
,PWB210,Power Supply,Benchtop,Checked Out,Out
,PWB211,Power Supply,Benchtop,Available,Secondary
,PWB212,Power Supply,Benchtop,Available,Secondary
,PWB213,Power Supply,Benchtop,Checked Out,Out
,PWB214,Power Supply,Benchtop,Checked Out,Out
,PWB215,Power Supply,Benchtop,Available,Primary
,PWB216,Power Supply,Benchtop,Available,Secondary
,PWB217,Power Supply,Benchtop,Available,Secondary
,PWB218,Power Supply,Benchtop,Available,Secondary
,PWB219,Power Supply,Benchtop,Checked Out,Out
,PWB220,Power Supply,Benchtop,Checked Out,Out
,PWB221,Power Supply,Benchtop,Available,Primary
,PWB222,Power Supply,Benchtop,Checked Out,Out
,PWB223,Power Supply,Benchtop,Checked Out,Out
,PWB224,Power Supply,Benchtop,Checked Out,Out
,PWB225,Power Supply,Benchtop,Available,Secondary
,PWB226,Power Supply,Benchtop,Checked Out,Out
,PWB227,Power Supply,Benchtop,Available,Secondary
,PWB228,Power Supply,Benchtop,Available,Primary
,PWB229,Power Supply,Benchtop,Checked Out,Out
,PWB230,Power Supply,Benchtop,Checked Out,Out
,PWB231,Power Supply,Benchtop,Available,Secondary
,PWB232,Power Supply,Benchtop,Available,Primary
,PWB233,Power Supply,Benchtop,Checked Out,Out
,PWB234,Power Supply,Benchtop,Checked Out,Out
,PWB235,Power Supply,Benchtop,Checked Out,Out
,PWB236,Power Supply,Benchtop,Available,Primary
,PWB237,Power Supply,Benchtop,Checked Out,Out
,PWB238,Power Supply,Benchtop,Checked Out,Out
,PWB239,Power Supply,Benchtop,Checked Out,Out
,PWB240,Power Supply,Benchtop,Checked Out,Out
,PWB241,Power Supply,Benchtop,Checked Out,Out
,PWB242,Power Supply,Benchtop,Checked Out,Out
,PWB243,Power Supply,Benchtop,Available,Secondary
,PWB244,Power Supply,Benchtop,Available,Primary
,PWB245,Power Supply,Benchtop,Available,Primary
,PWB246,Power Supply,Benchtop,Checked Out,Out
,PWB247,Power Supply,Benchtop,Available,Primary
,PWB248,Power Supply,Benchtop,Checked Out,Out
,PWB249,Power Supply,Benchtop,Checked Out,Out
,PWB250,Power Supply,Benchtop,Checked Out,Out
,PWB251,Power Supply,Benchtop,Checked Out,Out
,PWB252,Power Supply,Benchtop,Checked Out,Out
,PWB253,Power Supply,Benchtop,Available,Primary
,PWB254,Power Supply,Benchtop,Checked Out,Out
,PWB255,Power Supply,Benchtop,Checked Out,Out
,PWB256,Power Supply,Benchtop,Checked Out,Out
,PWB257,Power Supply,Benchtop,Checked Out,Out
,PWB258,Power Supply,Benchtop,Available,Secondary
,PWB259,Power Supply,Benchtop,Available,Primary
,PWB260,Power Supply,Benchtop,Available,Primary
,PWB261,Power Supply,Benchtop,Checked Out,Out
,PWB262,Power Supply,Benchtop,Checked Out,Out
,PWB263,Power Supply,Benchtop,Available,Primary
,PWB264,Power Supply,Benchtop,Checked Out,Out
,PWB265,Power Supply,Benchtop,Available,Secondary
,PWB266,Power Supply,Benchtop,Available,Secondary
,PWB267,Power Supply,Benchtop,Available,Primary
,PWB268,Power Supply,Benchtop,Checked Out,Out
,PWB269,Power Supply,Benchtop,Available,Secondary
,PWB270,Power Supply,Benchtop,Available,Secondary
,PWB271,Power Supply,Benchtop,Available,Secondary
,PWB272,Power Supply,Benchtop,Available,Secondary
,PWB273,Power Supply,Benchtop,Checked Out,Out
,PWB274,Power Supply,Benchtop,Available,Secondary
,PWB275,Power Supply,Benchtop,Checked Out,Out
,PWB276,Power Supply,Benchtop,Checked Out,Out
,PWB277,Power Supply,Benchtop,Checked Out,Out
,PWB278,Power Supply,Benchtop,Checked Out,Out
,PWB279,Power Supply,Benchtop,Available,Primary
,PWB280,Power Supply,Benchtop,Available,Primary
,PWB281,Power Supply,Benchtop,Checked Out,Out
,PWB282,Power Supply,Benchtop,Checked Out,Out
,PWB283,Power Supply,Benchtop,Available,Primary
,PWB284,Power Supply,Benchtop,Available,Secondary
,PWB285,Power Supply,Benchtop,Checked Out,Out
,PWB286,Power Supply,Benchtop,Checked Out,Out
,PWB287,Power Supply,Benchtop,Checked Out,Out
,PWB288,Power Supply,Benchtop,Available,Primary
,PWB289,Power Supply,Benchtop,Available,Primary
,PWB290,Power Supply,Benchtop,Checked Out,Out
,PWB291,Power Supply,Benchtop,Checked Out,Out
,PWB292,Power Supply,Benchtop,Checked Out,Out
,PWB293,Power Supply,Benchtop,Available,Secondary
,PWB294,Power Supply,Benchtop,Checked Out,Out
,PWB295,Power Supply,Benchtop,Available,Primary
,PWB296,Power Supply,Benchtop,Available,Secondary
,PWB297,Power Supply,Benchtop,Available,Secondary
,PWB298,Power Supply,Benchtop,Checked Out,Out
,PWB299,Power Supply,Benchtop,Checked Out,Out
,PWB300,Power Supply,Benchtop,Checked Out,Out
,PWB301,Power Supply,Benchtop,Checked Out,Out
,PWB302,Power Supply,Benchtop,Available,Primary
,PWB303,Power Supply,Benchtop,Checked Out,Out
,PWB304,Power Supply,Benchtop,Available,Primary
,PWB305,Power Supply,Benchtop,Checked Out,Out
,PWB306,Power Supply,Benchtop,Available,Secondary
,PWB307,Power Supply,Benchtop,Checked Out,Out
,PWB308,Power Supply,Benchtop,Available,Primary
,PWB309,Power Supply,Benchtop,Available,Primary
,PWB310,Power Supply,Benchtop,Available,Secondary
,PWB311,Power Supply,Benchtop,Checked Out,Out
,PWB312,Power Supply,Benchtop,Available,Primary
,PWB313,Power Supply,Benchtop,Available,Secondary
,PWB314,Power Supply,Benchtop,Available,Secondary
,PWB315,Power Supply,Benchtop,Checked Out,Out
,PWB316,Power Supply,Benchtop,Checked Out,Out
,PWB317,Power Supply,Benchtop,Checked Out,Out
,PWB318,Power Supply,Benchtop,Checked Out,Out
,PWB319,Power Supply,Benchtop,Available,Secondary
,PWB320,Power Supply,Benchtop,Checked Out,Out
,PWB321,Power Supply,Benchtop,Checked Out,Out
,PWB322,Power Supply,Benchtop,Checked Out,Out
,PWB323,Power Supply,Benchtop,Checked Out,Out
,PWB324,Power Supply,Benchtop,Checked Out,Out
,PWB325,Power Supply,Benchtop,Checked Out,Out
,PWB326,Power Supply,Benchtop,Available,Primary
,PWB327,Power Supply,Benchtop,Checked Out,Out
,PWB328,Power Supply,Benchtop,Checked Out,Out
,PWB329,Power Supply,Benchtop,Available,Secondary
,PWB330,Power Supply,Benchtop,Available,Secondary
,PWB331,Power Supply,Benchtop,Available,Secondary
,PWB332,Power Supply,Benchtop,Available,Secondary
,PWB333,Power Supply,Benchtop,Checked Out,Out
,PWB334,Power Supply,Benchtop,Checked Out,Out
,PWB335,Power Supply,Benchtop,Available,Primary
,PWB336,Power Supply,Benchtop,Checked Out,Out
,PWB337,Power Supply,Benchtop,Available,Secondary
,PWB338,Power Supply,Benchtop,Available,Primary
,PWB339,Power Supply,Benchtop,Checked Out,Out
,PWB340,Power Supply,Benchtop,Available,Primary
,PWB341,Power Supply,Benchtop,Available,Primary
,PWB342,Power Supply,Benchtop,Checked Out,Out
,PWB343,Power Supply,Benchtop,Available,Secondary
,PWB344,Power Supply,Benchtop,Available,Secondary
,PWB345,Power Supply,Benchtop,Checked Out,Out
,PWB346,Power Supply,Benchtop,Available,Primary
,PWB347,Power Supply,Benchtop,Available,Primary
,PWB348,Power Supply,Benchtop,Checked Out,Out
,PWB349,Power Supply,Benchtop,Available,Secondary
,PWB350,Power Supply,Benchtop,Available,Primary
,PWB351,Power Supply,Benchtop,Checked Out,Out
,PWB352,Power Supply,Benchtop,Available,Primary
,PWB353,Power Supply,Benchtop,Available,Secondary
,PWB354,Power Supply,Benchtop,Checked Out,Out
,PWB355,Power Supply,Benchtop,Checked Out,Out
,PWB356,Power Supply,Benchtop,Available,Secondary
,PWB357,Power Supply,Benchtop,Checked Out,Out
,PWB358,Power Supply,Benchtop,Checked Out,Out
,PWB359,Power Supply,Benchtop,Checked Out,Out
,PWB360,Power Supply,Benchtop,Checked Out,Out
,PWB361,Power Supply,Benchtop,Checked Out,Out
,PWB362,Power Supply,Benchtop,Checked Out,Out
,PWB363,Power Supply,Benchtop,Checked Out,Out
,PWB364,Power Supply,Benchtop,Available,Secondary
,PWB365,Power Supply,Benchtop,Available,Secondary
,PWB366,Power Supply,Benchtop,Available,Primary
,PWB367,Power Supply,Benchtop,Checked Out,Out
,PWB368,Power Supply,Benchtop,Checked Out,Out
,PWB369,Power Supply,Benchtop,Available,Primary
,PWB370,Power Supply,Benchtop,Checked Out,Out
,PWB371,Power Supply,Benchtop,Available,Secondary
,PWB372,Power Supply,Benchtop,Available,Primary
,PWB373,Power Supply,Benchtop,Checked Out,Out
,PWB374,Power Supply,Benchtop,Checked Out,Out
,PWB375,Power Supply,Benchtop,Available,Secondary
,PWB376,Power Supply,Benchtop,Checked Out,Out
,PWB377,Power Supply,Benchtop,Available,Secondary
,PWB378,Power Supply,Benchtop,Checked Out,Out
,PWB379,Power Supply,Benchtop,Checked Out,Out
,PWB380,Power Supply,Benchtop,Checked Out,Out
,PWB381,Power Supply,Benchtop,Available,Secondary
,PWB382,Power Supply,Benchtop,Checked Out,Out
,PWB383,Power Supply,Benchtop,Available,Secondary
,PWB384,Power Supply,Benchtop,Available,Primary
,PWB385,Power Supply,Benchtop,Available,Secondary
,PWB386,Power Supply,Benchtop,Available,Secondary
,PWB387,Power Supply,Benchtop,Checked Out,Out
,PWB388,Power Supply,Benchtop,Checked Out,Out
,PWB389,Power Supply,Benchtop,Checked Out,Out
,PWB390,Power Supply,Benchtop,Available,Primary
,PWB391,Power Supply,Benchtop,Available,Secondary
,PWB392,Power Supply,Benchtop,Checked Out,Out
,PWB393,Power Supply,Benchtop,Checked Out,Out
,PWB394,Power Supply,Benchtop,Available,Primary
,PWB395,Power Supply,Benchtop,Checked Out,Out
,PWB396,Power Supply,Benchtop,Checked Out,Out
,PWB397,Power Supply,Benchtop,Checked Out,Out
,PWB398,Power Supply,Benchtop,Available,Primary
,PWB399,Power Supply,Benchtop,Checked Out,Out
,PWB400,Power Supply,Benchtop,Available,Primary
